chinafabric,染色与整理类,染色+印花,化学纤维,涤纶,女装,双面太阳绒印花,春季|秋季|冬季,涤纶　100%,150D+100D,,180,320,印染工艺,常规染色,,,,,HM1011200009,,期货,米,500,40,,,,,,,,,,FCEC1011200009.jpg
chinafabric,染色与整理类,常规染色,天然纤维,棉,女装,双面色织电脑提花,春季|秋季,棉　100%,32S*32S,,180,210,印染工艺,常规染色,,,,,HM1011200008,,期货,米,1000,65,,,,,,,,,,FCEC1011200008.jpg
chinafabric,提花类,大提花,天然纤维,棉,女装,双面色织电脑提花,春季|秋季,棉　100%,32S*32S,,180,210,印染工艺,常规染色,,,,,HM1011200007,,期货,米,1000,65,,,,,,,,,,FCEC1011200007.jpg
chinafabric,提花类,大提花,天然纤维,棉,女装,双面色织电脑提花,春季|秋季,棉　100%,32S*32S,,180,210,印染工艺,常规染色,,,,,HM1011200006,,期货,米,1000,65,,,,,,,,,,FCEC1011200006.jpg
chinafabric,提花类,大提花,天然纤维,棉,女装,双面色织电脑提花,春季|秋季,棉　100%,32S*32S,,180,210,印染工艺,常规染色,,,,,HM1011200005,,期货,米,1000,65,,,,,,,,,,FCEC1011200005.jpg
chinafabric,提花类,大提花,天然纤维,棉,女装,双面色织电脑提花,春季|秋季,棉　100%,32S*32S,,180,210,印染工艺,常规染色,,,,,HM1011200004,,期货,米,1000,65,,,,,,,,,,FCEC1011200004.jpg
chinafabric,提花类,大提花,天然纤维,棉,女装,双面色织电脑提花,春季|秋季,棉　100%,32S*32S,,180,210,印染工艺,常规染色,,,,,HM1011200003,,期货,米,1000,65,,,,,,,,,,FCEC1011200003.jpg
chinafabric,提花类,大提花,天然纤维,棉,女装,双面色织电脑提花,春季|秋季,棉　100%,32S*32S,,180,210,印染工艺,常规染色,,,,,HM1011200002,,期货,米,1000,65,,,,,,,,,,FCEC1011200002.jpg
chinafabric,提花类,大提花,天然纤维,棉,女装,双面电脑夹层提花,春季|秋季,棉　100%,32S*32S,,180,210,印染工艺,常规染色,,,,,HM1011200001,,期货,米,1000,68,,,,,,,,,,FCEC1011200001.jpg
chinafabric,染色与整理类,常规染色,化学纤维,涤纶,女装|男装|休闲服,天丝粘胶涤,春季|秋季,涤纶 50% 天丝 30% 粘胶 20%,40S/2*200D,,148,255,印染工艺,常规染色,,,,,HM1010900018,,期货,米,1000,0,,,,,,,,,,FCEC1010900018.jpg
chinafabric,染色与整理类,常规染色,天然纤维,棉弹力,女装|男装|休闲服,棉氨纶弹力提花面料,春季|秋季,棉 97% 氨纶 3%,18S*18S+70D,,143,310,印染工艺,常规染色,,,,,HM1010900017,,期货,米,1000,0,,,,,,,,,,FCEC1010900017.jpg
chinafabric,染色与整理类,常规染色,混纺纤维,棉涤混纺,女装|男装|休闲服,棉涤粘三元色织面料,春季|秋季,棉 50% 涤纶 33% 粘胶 17%,40/2+40/2+40/2*14/1+24/2+40/2,,163,250,印染工艺,常规染色,,,,,HM1010900015,,期货,米,1000,0,,,,,,,,,,FCEC1010900015.jpg
chinafabric,染色与整理类,常规染色,天然纤维,棉弹力,女装|男装|休闲服,有机棉弹力面料,春季|秋季,有机棉 97% 弹力 3%,40S*40S+40D,,148,215,印染工艺,常规染色,,,,,HM1010900014,,期货,米,1000,0,,,,,,,,,,FCEC1010900014.jpg
chinafabric,染色与整理类,常规染色,天然纤维,棉,女装|男装|休闲服,棉尼龙四面弹力面料,春季|秋季,棉 80% 锦纶 15% 弹力 5%,32S/2+70D*32S/2+70D+70D,,112,380,印染工艺,常规染色,,,,,HM1010900013,,期货,米,1000,0,,,,,,,,,,FCEC1010900013.jpg
chinafabric,染色与整理类,常规染色,天然纤维,麻赛尔,女装|运动装|休闲服,经编高强网布,春季|秋季,T 100%,,,132,410.3,印染工艺,常规染色,,,,,HM1010900012,,期货,米,1000,0,,,,,,,,,,FCEC1010900012.jpg
chinafabric,染色与整理类,常规染色,混纺纤维,涤粘混纺,女装,T/R弹力布,春季|秋季,T 62% R 34% SP 4%,32S+40D*32S+40D,,142,461.7,印染工艺,常规染色,,,,,HM1010900011,,期货,米,1000,0,,,,,,,,,,FCEC1010900011.jpg
chinafabric,染色与整理类,染色+印花,混纺纤维,棉麻混纺,女装|休闲服,棉麻竹节色织条子布,春季|秋季,L 55% C 45%,JC21竹+C21*L/C21,,157,189,印染工艺,常规染色,,,,,HM1010900010,,期货,米,1000,0,,,,,,,,,,FCEC1010900010.jpg
chinafabric,染色与整理类,常规染色,混纺纤维,棉麻混纺,男装,58047#T/R棉,春季|秋季,C 50% T 33% V 17%,40/2+40/2+40/2*14/1+24/2+40/2,,162,251.8,印染工艺,常规染色,,,,,HM1010900009,,期货,米,1000,0,,,,,,,,,,FCEC1010900009.jpg
chinafabric,染色与整理类,常规染色,混纺纤维,棉麻混纺,女装|男装|休闲服,涤棉五枚缎,春季|秋季,T 65% C 35%,21S/1*10S/1,,160,349.3,印染工艺,常规染色,,,,,HM1010900008,,期货,米,1000,0,,,,,,,,,,FCEC1010900008.jpg
chinafabric,染色与整理类,常规染色,天然纤维,麻赛尔,女装,涤锦布,春季|秋季,T 100%,,,150,154,印染工艺,常规染色,,,,,HM1010900007,,期货,米,1000,0,,,,,,,,,,FCEC1010900007.jpg
